지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
131,2019-01-11,2.6,-1.9,28,6.7,1538,,,,,,,4.3,70,1608,2.5,20,1707,1.1,916,-5.1,42,1523,58.4,4.2,1017.8,1027.5,659,1021.8,2318,1025,9.8,4.7,1200,1.79,8.55,,,,,,7.1,6.6,.8,-5.2,,,,,,,,,,1.2,1.8,0,
131,2019-01-12,4.3,1.7,755,8.5,1439,3.42,,,,,0,4.8,320,1448,2.8,270,1418,1.2,1050,-3.9,35,1440,56.9,4.6,1015.5,1024.3,2349,1020.4,1408,1022.7,9.9,4.5,1200,1.54,7.7,,,,,,6.5,5,2.1,-5.8,,,,,,,,,,1.2,1.7,,
131,2019-01-13,1.8,-3.4,816,8,1510,,,,,,,4,290,1523,1.9,270,1557,.9,741,-5.5,35,1925,60.1,4.1,1018.2,1026.9,2358,1024,1442,1025.5,9.9,8.7,1200,1.76,10.13,,,,,,1,1,-.3,-11.6,,,,,,,,,,1.3,1.9,,
131,2019-01-14,1.3,-1.8,413,4.7,1531,,,,,,,3.9,70,1739,2.7,70,1705,1,880,-3.9,55,1533,68.8,4.6,1018.5,1028.2,1028,1023.5,2355,1025.7,9.9,2.5,1200,1.36,7.22,,,,,,7.5,3.6,.4,-7.1,,,,,,,,,,.8,1.2,,
131,2019-01-15,-.3,-5.3,2351,4,1216,4.73,,,,,.1,8.8,270,1814,4.3,290,1807,1.9,1643,-5.9,47,1800,66.4,4.1,1016.7,1027.4,2309,1021.6,1253,1024,9.9,2.8,1000,1.06,4.51,,,,,,5.9,4.5,0,-8.5,,,,,,,,,,.8,1.1,.1,
131,2019-01-16,-3.8,-7.2,538,-.4,1548,,,,,,,6.7,340,1434,3.2,290,1629,1.5,1298,-13.9,26,1304,46.4,2.1,1019.6,1029.4,1115,1025.4,2257,1027,9.9,8.2,1200,2.03,11.22,,,,,,4.1,2.4,-2.3,-13.5,,,,,,,,,,1.3,1.8,,
131,2019-01-17,.6,-2.4,117,4.8,1448,1.82,,,,,0,8.1,340,1506,4.1,290,1514,1.5,1273,-8.6,21,1449,53.1,3.3,1017.3,1027.8,2353,1022.7,1330,1024.6,10,4.1,1100,1.65,5.67,,,,,,3.5,3.5,-.8,-9.4,,,,,,,,,,1,1.5,0,
131,2019-01-18,.8,-5,653,6.7,1519,,,,,,,3.8,270,1424,2.2,320,1722,1,828,-6.7,38,1447,58.8,3.7,1020.4,1030,946,1026,1412,1027.6,10,8.6,1200,1.79,10.32,,,,,,1.6,0,-.9,-12.2,,,,,,,,,,1.2,1.7,,
131,2019-01-19,2.1,-3,659,7.8,1608,,,,,,,3.8,110,1527,1.9,90,1529,.6,550,-5.1,42,1603,59.3,4.2,1015.4,1027.1,1,1018.2,2236,1022.6,10,5.2,1100,1.69,8.09,,,,,,6.3,4.1,0,-10.1,,,,,,,,,,1,1.4,0,
131,2019-01-20,.5,-3.2,2347,3.9,423,.67,,,,,0,9.4,340,1322,4.8,290,1147,2.3,2014,-10,28,1257,46.9,3.1,1015.1,1026.2,2351,1017.8,139,1022.3,10,8.9,1200,2.08,12.19,,,,,,2,2,-.3,-7.7,,,,,,,,,,1.9,2.7,,
131,2019-01-21,.1,-5.9,714,6,1516,,,,,,,7.4,230,1403,3.6,250,1304,1.7,1429,-8.9,39,44,51,3.2,1015.3,1026.4,219,1019.6,1631,1022.5,10.1,7.9,1200,2.05,9.83,,,,,,3.8,3.8,-.8,-12.2,,,,,,,,,,1.3,1.8,,
131,2019-01-22,3.2,-1.1,726,8.8,1457,,,,,,,6.1,270,1147,3.3,250,1512,1.3,1085,-5.1,34,1702,56.5,4.2,1012.7,1021.3,949,1017.8,1548,1019.8,10.1,8.7,1100,1.81,9.89,,,,,,3.3,3.3,.5,-8.9,,,,,,,,,,1.4,2,,
131,2019-01-23,2.7,-1.4,527,8.5,1428,,,,,,,7.5,320,1450,4.2,320,1453,1.5,1328,-7.4,20,1501,51.1,3.6,1013.3,1023.4,2354,1018.4,532,1020.5,10.1,8.6,1300,1.84,10.96,,,,,,0,0,.2,-9.7,,,,,,,,,,1.8,2.6,,
131,2019-01-24,1.1,-4,800,6.9,1520,,,,,,,5.4,340,1637,3.5,320,1644,1.4,1170,-13.9,15,1839,33.9,2.1,1017.4,1026.3,1038,1023.2,1424,1024.6,10.2,9.3,1200,2.1,12.64,,,,,,0,0,-1,-11.7,,,,,,,,,,2,2.9,,
131,2019-01-25,-.6,-4.1,809,4.9,1229,,,,,,,9.3,290,1505,4.9,320,1513,1.8,1590,-12.6,24,1353,40.5,2.4,1016.8,1025.9,2354,1021.8,1431,1024.1,10.2,9,1200,2.02,12.1,,,,,,1.3,0,-1.2,-10.9,,,,,,,,,,2,2.8,,
131,2019-01-26,-2.1,-4.9,737,2.6,1451,,,,,,,6.4,290,639,3.8,320,646,1.8,1538,-15.4,21,1424,36.4,1.9,1020.9,1030.3,2348,1025.7,4,1028.2,10.2,9.4,1200,2.15,13.09,,,,,,0,0,-2.1,-11.6,,,,,,,,,,1.6,2.2,,
131,2019-01-27,-.8,-8.4,724,6.1,1626,,,,,,,5.5,270,1250,2.4,250,1921,1,888,-9.2,32,1421,54.9,3.1,1020.1,1031.7,851,1022.3,2348,1027.4,10.2,9.4,1200,2.15,12.71,,,,,,2.6,.8,-1.3,-15.4,,,,,,,,,,1.5,2.1,0,
131,2019-01-28,1.7,-1.4,2400,5,1309,3.4,,,,,0,9.3,320,1031,4.9,320,1401,2,1752,-7.9,23,1229,52.9,3.6,1015.6,1026.3,2357,1019.6,437,1022.8,10.3,8.5,1200,2.15,11.8,,,,,,1.9,1.9,0,-8.2,,,,,,,,,,1.8,2.6,,
131,2019-01-29,.4,-6,838,7.2,1615,,,,,,,4.1,360,1310,2.4,290,1312,1.1,929,-12.1,19,1524,41.8,2.4,1020.3,1029.6,939,1025.8,1651,1027.6,10.3,9.4,1200,2.19,13.21,,,,,,2.5,0,-1.2,-13.5,,,,,,,,,,1.8,2.5,,
131,2019-01-30,2.5,-2.7,719,8.7,1530,,,,,,,5.7,340,1755,3.2,320,1905,1.1,944,-6.8,32,1528,51.6,3.8,1018.3,1028.4,244,1022.8,2322,1025.5,10.3,8.1,1200,2,11.02,,,,,,5.5,2.8,.3,-10.2,,,,,,,,,,1.4,2,,
131,2019-01-31,-.2,-4.3,2324,3.2,4,,,,,,,7.5,270,1315,3.8,270,1842,1.8,1533,-10.3,29,1359,48.5,3.1,1013.9,1024,2356,1019,1416,1021.1,10.4,2.7,1500,1.27,5.3,,,,,,6.5,3,.8,-9.6,,,,,,,,,,1.2,1.7,,
131,2019-02-01,-1.1,-6.1,641,4.8,1416,,,,,,,6.5,290,1631,3.5,270,1639,1.5,1263,-10.3,35,1416,51,2.9,1017.2,1025.8,1050,1023.2,1454,1024.5,10.4,8.3,1200,2.16,12.09,,,,,,2.5,2.5,-.6,-12,,,,,,,,,,1.3,1.9,,
131,2019-02-02,1.5,-4.9,616,7.2,1501,.3,,,,,0,4.4,250,1455,2.6,250,1504,.8,710,-5,44,1415,63.3,4.2,1015.4,1025.1,321,1018.9,2351,1022.6,10.4,3.4,1400,1.72,7.61,,,,,,7,6.1,.1,-12.4,,,,,,,,,,1,1.4,9.4,
131,2019-02-03,4.4,2.2,405,7.2,1613,17.67,,,,,13.3,7.6,320,2158,4.1,290,2207,1.3,1102,2.2,54,2,85.9,7.2,1005.9,1019,2,1008.7,1358,1013,10.4,0,1300,.22,.84,,,,,,9.3,8,3.3,1,,,,,,,,,,.5,.7,3.9,7.33
131,2019-02-04,1.4,-.9,645,5.2,1348,,,,,,,6.8,340,106,3.4,290,29,1.7,1467,-11.6,18,1321,40.3,2.7,1018.3,1027.9,923,1018.7,1,1025.6,10.5,9.3,1200,2.32,13.93,,,,,,2.4,0,1,-8.4,,,,,,,,,,2,2.8,,
131,2019-02-05,3.4,-4.2,731,11.9,1500,,,,,,,5,180,1326,3.1,180,1332,.8,716,-8.8,17,1310,44.6,3.2,1014.4,1026.1,236,1018.1,2041,1021.5,10.5,8.1,1200,2.19,12.52,,,,,,3.9,0,1.1,-10.7,,,,,,,,,,1.7,2.5,,
131,2019-02-06,6.1,-.9,756,12.5,1310,,,,,,,4.6,200,1441,2.3,180,1319,1,821,-2.1,35,1207,57.1,5.4,1009.2,1018.8,522,1013.8,1412,1016.2,10.6,6.5,1200,1.88,10.43,,,,,,7.1,2.3,3.5,-7,,,,,,,,,,1.5,2.1,0,
131,2019-02-07,.5,-5.5,2400,7,12,.2,,,,,0,8.7,290,1213,4.4,320,1217,2.3,2008,-8.6,23,1355,53,3.7,1014.6,1027.1,2335,1015.9,344,1021.8,10.6,7.4,1200,2.2,12.06,,,,,,5.5,2.8,2.1,-8.2,,,,,,,,,,1.7,2.4,,
131,2019-02-08,-3.9,-7.9,820,1.6,1529,,,,,,,5.3,340,1908,3,360,100,1.8,1537,-16.2,19,1526,39.3,1.8,1018.3,1028.5,818,1023.1,1632,1025.7,10.6,8.6,1200,2.28,13.61,,,,,,5.8,1.4,-1.1,-9.8,,,,,,,,,,1.7,2.4,,
131,2019-02-09,-3.3,-5.5,837,-.1,1528,,,,,,,8.4,340,1238,4.9,340,1247,2.2,1878,-15,25,1312,41.3,2,1020.5,1031.9,2356,1023.1,5,1027.9,10.6,9.7,1200,2.38,15.14,,,,,,5.1,3.1,-.7,-9.2,,,,,,,,,,1.8,2.5,,
131,2019-02-10,-2.9,-7.1,723,2.3,1535,,,,,,,6.4,320,1935,3.2,290,1712,1.3,1136,-16.3,17,1419,37,1.7,1023,1032.4,37,1027.8,1521,1030.4,10.7,5.5,1100,1.85,11.06,,,,,,7.9,3.3,-.4,-13.5,,,,,,,,,,1.5,2.1,,
131,2019-02-11,-1.7,-4.9,714,2.3,1559,,,,,,,8.6,320,1421,4.1,320,1117,1.8,1563,-13.9,25,1600,39.5,2.1,1024.4,1034.2,2201,1029.3,322,1031.8,10.7,9.7,1200,2.43,15.48,,,,,,.5,.4,-.8,-10.9,,,,,,,,,,1.7,2.4,,
131,2019-02-12,-.2,-4.8,408,5.3,1520,,,,,,,6.2,360,1535,3,320,1543,1.4,1187,-9.9,30,1543,48.9,2.9,1026.5,1036.5,851,1031.6,1509,1033.9,10.7,5.9,1200,2.14,11.89,,,,,,5.5,1.6,.3,-11.3,,,,,,,,,,1.5,2.1,,
131,2019-02-13,-.3,-3,633,4,1457,,,,,,,8.6,290,1415,4.3,320,1222,1.7,1440,-13.4,25,1157,37.5,2.2,1025.3,1034.6,1026,1030.9,1517,1032.6,10.8,9.4,1200,2.26,13.97,,,,,,3.1,0,0,-10.2,,,,,,,,,,2,2.8,,
131,2019-02-14,.9,-3.9,615,7,1518,,,,,,,5.1,250,1537,2.3,340,939,1,836,-11.7,17,1709,40.3,2.5,1023.3,1033.5,837,1027,1757,1030.5,10.8,8.2,1200,2.42,14.7,,,,,,6.6,1.4,-.8,-8.1,,,,,,,,,,1.8,2.5,,
131,2019-02-15,1,-.7,704,3.4,1555,5.33,,,,,0,6,250,1641,2.6,250,1648,1.2,1039,-6.1,42,1127,60,4,1017.1,1028.8,1,1021.7,1639,1024.3,10.9,.1,1200,1.04,5.21,,,,,,9.9,7,1.6,-1.8,,,,,,,,,,.8,1.1,0,
131,2019-02-16,-1.4,-3,753,1.7,1425,10.08,,,,,0,6.6,340,542,3.2,320,549,1.8,1538,-7.2,40,1623,65.9,3.6,1017.4,1026,2334,1022.5,1,1024.7,10.9,6.8,1300,2.27,12.85,1.5,655,1.5,655,1,5.3,5,2.2,-6.8,,,,,,,,,,1.3,1.9,0,
131,2019-02-17,-.6,-5.4,704,5,1552,,,,,,,6,270,1410,2.8,290,1448,1.2,1036,-10.4,20,1654,49.9,2.8,1019.6,1028.6,2300,1025,1618,1026.9,10.9,9.8,1200,2.56,16.68,,,,,,.4,.3,1.6,-10.2,,,,,,,,,,1.8,2.6,,
131,2019-02-18,1.8,-4.6,701,6.5,1606,,,,,,,3.2,340,1151,1.7,360,1422,.7,562,-8.4,18,1417,49.8,3.3,1018.4,1028.7,826,1023.4,2358,1025.6,11,5.7,1100,1.97,10.43,,,,,,7.6,3.9,1.2,-8.7,,,,,,,,,,1.2,1.7,6.1,
131,2019-02-19,1.6,.5,318,4.3,1,14.42,,,,,9.7,5.1,290,1736,2.5,290,1717,1.2,994,-.1,51,52,89,6.1,1012.2,1023.3,1,1016.3,1410,1019.4,11,0,1100,.35,1.57,1,405,1,405,1,8.6,7.8,1.3,-3.3,,,,,,,,,,.4,.5,3.6,
131,2019-02-20,2.3,.2,321,6.2,1543,3.45,,,,,0,6.1,340,1624,3,320,1519,1.2,1016,-2.3,50,1514,72.3,5.2,1018.8,1028.2,2238,1021.8,1,1026,11,3.3,1300,1.46,8.14,,,,,,6.6,6.5,2.9,-4.7,,,,,,,,,,1,1.4,0,
131,2019-02-21,2.3,-2.3,657,7.5,1530,,,,,,,3.7,320,1234,2,70,1411,.7,636,-3.2,46,1420,68.9,4.8,1019.8,1029.2,1040,1024.9,1634,1027.1,11.1,8.3,1300,2.24,14.05,,,,,,2.9,.5,3.4,-7.1,,,,,,,,,,1.6,2.2,,
131,2019-02-22,3.5,-1.4,521,9.6,1535,,,,,,,5,340,1759,2.8,320,1807,1,846,-3.4,41,1528,62.9,4.8,1015.1,1025.6,5,1018.9,1637,1022.2,11.1,7.1,1200,2.21,11.97,,,,,,7.1,0,3,-5,,,,,,,,,,1.4,2,,
131,2019-02-23,5.9,-.7,556,13.6,1512,,,,,,,4.1,340,1455,2.1,340,1500,.6,533,-3.5,28,1542,54.5,4.7,1016.4,1025.2,847,1021.7,112,1023.5,11.1,8.5,1200,2.5,15.19,,,,,,3.3,0,4.8,-4.9,,,,,,,,,,2,2.9,,
131,2019-02-24,6.6,-.3,644,13.8,1404,,,,,,,8.1,340,1614,3.1,340,1621,.8,685,-1.1,37,1406,59.6,5.7,1016,1026.5,818,1019.9,1749,1023.1,11.2,9.9,1200,2.53,16,,,,,,2.1,.4,5,-6.2,,,,,,,,,,2.2,3.1,,
131,2019-02-25,5.7,2,620,11.2,1446,,,,,,,6.7,50,1148,3,320,1519,1.2,1000,-4,25,1733,53.5,4.7,1014.9,1023.5,2218,1019.7,1606,1022,11.2,9.4,1300,2.46,15.77,,,,,,2.1,0,5.7,-4.5,,,,,,,,,,2.2,3.2,,
131,2019-02-26,5.6,-1,622,12.1,1614,,,,,,,4.2,290,1341,2.2,320,1824,.8,678,-7.5,18,1455,41.8,3.5,1017.1,1026.7,845,1021.8,1626,1024.2,11.3,9.8,1200,2.61,16.95,,,,,,3.9,0,5.3,-6.9,,,,,,,,,,2.4,3.4,,
131,2019-02-27,7,4,728,11.9,1143,3.42,,,,,0,5.3,250,1120,2.4,250,1214,.8,710,-.5,40,1,59.9,6,1014.7,1024.4,35,1019.4,1841,1021.7,11.3,2.3,1000,1.59,5.98,,,,,,9.6,6.5,5.3,.2,,,,,,,,,,1,1.5,0,
131,2019-02-28,6.5,.3,701,12.8,1500,,,,,,,5.5,320,1719,2.6,20,1307,.9,737,-2,31,1557,58.9,5.3,1012.2,1021.1,850,1016.9,1337,1019.2,11.3,8.4,1200,2.19,13.75,,,,,,4,0,5.6,-5,,,,,,,,,,1.9,2.7,,
131,2019-03-01,6.2,-1.4,754,13.6,1452,,,,,,,5.8,340,1913,2.7,320,1900,1.1,940,-4,21,1533,52.9,4.6,1015.2,1024.5,902,1020.3,1533,1022.3,11.4,8,1200,2.56,15.64,,,,,,1.5,1.3,5.3,-5.6,,,,,,,,,,2.3,3.3,,4.08
131,2019-03-02,7.7,-.4,701,15.3,1434,,,,,,,4.6,320,1927,2.1,320,1927,.7,643,-4.9,22,1438,44,4.3,1012.1,1022.6,1,1016.3,1608,1019.1,11.4,7.4,1200,2.65,15.07,,,,,,4.9,0,5.9,-5.7,,,,,,,,,,2.3,3.2,,
131,2019-03-03,9.2,1.2,709,15.5,1426,,,,,,,4.5,50,1718,2.4,20,1712,.8,658,-3.6,21,1637,42.5,4.7,1005.9,1017.2,101,1009.9,1711,1012.8,11.5,7.4,1100,2.35,13.1,,,,,,5.6,4.1,8.1,-3.5,,,,,,,,,,2.2,3.1,,
131,2019-03-04,10.3,5.4,706,15.9,1449,,,,,,,6.2,290,1528,3,290,1531,1,859,-2.2,23,1720,43.4,5.3,1007.1,1019.5,2245,1010.3,313,1014.1,11.5,9.1,1200,2.32,14.6,,,,,,3,2,9.5,.7,,,,,,,,,,2.5,3.5,,
131,2019-03-05,8.7,3.1,648,13.8,1437,,,,,,,4.9,230,1605,2.6,250,1609,1,829,.7,39,1607,59.9,6.5,1013.6,1022.5,929,1019.3,1,1020.6,11.5,4.9,1100,1.98,10.6,,,,,,8.5,7.5,7.9,-2.5,,,,,,,,,,1.7,2.4,,4.33
131,2019-03-06,9.4,5.1,743,14.8,1320,,,,,,,8.6,320,1402,4.6,320,1409,1.3,1146,.2,27,1253,55.5,6.3,1009.2,1020,1,1013.1,1459,1016.1,11.6,7.2,1100,2.35,14.03,,,,,,6.9,4.8,10.1,.2,,,,,,,,,,2.2,3.2,,
131,2019-03-07,7.1,3.7,625,12.4,1633,,,,,,,8.1,320,1735,3.1,290,1719,1.3,1145,0,38,1537,62.4,6.1,1012.8,1024.1,2352,1015.5,1,1019.9,11.6,6.2,1100,2.1,11.48,,,,,,4.3,4.3,7.6,-1.6,,,,,,,,,,1.7,2.4,,
131,2019-03-08,7.1,.8,645,15,1610,,,,,,,6.1,270,1923,3.2,290,1926,1.1,924,-4.7,16,1628,48.8,4.4,1018.2,1027.2,844,1023,1630,1025.2,11.7,10.2,1200,2.89,19.54,,,,,,0,0,8.8,-6.4,,,,,,,,,,3,4.3,,
131,2019-03-09,8.2,-.7,716,16.7,1636,,,,,,,4.4,340,1947,2.4,340,1958,.8,711,-6.9,10,1539,38.8,3.7,1014.8,1025.7,1,1018.2,1653,1021.8,11.7,9.7,1200,2.58,16.76,,,,,,7,2.1,8.8,-6,,,,,,,,,,3.1,4.4,,
131,2019-03-10,8.5,5.3,2358,13.1,1357,,,,,,,10.4,70,1256,4.6,90,1304,1.3,1098,-2.6,28,1334,48.1,5.3,1006.7,1019.1,1,1011.1,1711,1013.7,11.7,0,1300,.86,4.88,,,,,,7.4,7.4,8,-2.1,,,,,,,,,,1.3,1.8,,
131,2019-03-11,6.1,1.3,745,10.4,1425,8.5,,,,,1.1,6,270,1337,3.4,250,1342,1.4,1185,2.2,44,1302,77.8,7.2,1002.8,1012,33,1007.3,1743,1009.8,11.8,3,1100,1.48,8.52,,,,,,6.9,3.8,6.8,-4.9,,,,,,,,,,1.2,1.7,1.1,
131,2019-03-12,4.4,.5,2249,10.3,1415,3.92,,,,,.5,8.5,290,1502,4.1,320,1431,2,1717,-.9,45,1509,70.4,6,1005.4,1018,2353,1008.8,1403,1012.5,11.8,1.4,900,1.11,5.46,,,,,,6.3,5.5,5.8,-3.5,,,,,,,,,,1.1,1.6,.5,
131,2019-03-13,3.8,-.9,320,9,1337,,,,,,,12.5,320,1440,5.8,270,1549,2.2,1905,-10.6,17,1425,37.5,2.8,1014,1025,2348,1018,1,1021.1,11.8,9,1300,2.71,17.54,,,,,,1.1,1.1,3.4,-6.2,,,,,,,,,,3,4.3,,
131,2019-03-14,5.9,-1.3,554,11.2,1400,1.17,,,,,0,9.1,250,1531,3.7,250,1533,1.5,1288,-7,23,1409,42,3.7,1016.4,1026.2,850,1021.4,1701,1023.5,11.9,6.9,1200,2.9,16.11,,,,,,3.8,3.6,5.4,-6.6,,,,,,,,,,2.6,3.7,0,
131,2019-03-15,7.3,2.4,2259,13.1,1500,6.17,,,,,0,11.1,250,1702,4.8,250,1420,2,1729,.2,31,1506,63.5,6.2,1010.8,1022.5,1,1011.9,1643,1017.8,11.9,6.5,1000,2.34,13.65,,,,,,6.3,6.3,9.4,-2.8,,,,,,,,,,2.2,3.1,0,
131,2019-03-16,6.1,2.5,1,9.8,1536,.33,,,,,0,5.4,340,1750,3,200,1031,1.5,1314,-.5,45,1806,64,5.9,1013.6,1023.2,735,1017.8,1,1020.7,12,2.9,1100,2.18,10.32,,,,,,7.8,7.8,7.6,.2,,,,,,,,,,1.6,2.3,,
131,2019-03-17,7.3,2.2,659,12.6,1455,,,,,,,10.8,340,1421,4.2,320,1430,1.4,1252,-4.1,23,1437,48.1,4.6,1016.5,1024.9,935,1021.4,1,1023.6,12,9.4,1200,3.1,20.29,,,,,,1.9,1.3,10.2,-3.3,,,,,,,,,,2.9,4.2,,
131,2019-03-18,7.4,-.5,640,14.8,1510,,,,,,,5.3,180,1640,2.7,250,1618,1,853,-6.5,13,1606,41.1,3.8,1013.2,1024.7,157,1016.8,1713,1020.3,12,9,1300,2.64,16.28,,,,,,6.9,0,9,-6,,,,,,,,,,2.7,3.9,,
131,2019-03-19,11.5,3.4,634,20,1537,,,,,,,5.9,200,1725,2.9,200,1727,1,843,-.2,15,1140,48.4,6.4,1010.4,1019.1,923,1014.7,1731,1017.3,12.1,10.1,1200,2.67,18.06,,,,,,1.4,.1,11.9,-3,,,,,,,,,,3.1,4.4,,
131,2019-03-20,11.2,6.5,643,16.1,1401,9.33,,,,,12.4,11.5,200,1500,5,200,1505,1.1,966,6.7,46,1406,76.1,9.9,1003.4,1018.9,122,1000.9,2354,1010.3,12.1,0,1100,1.09,5.32,,,,,,9.3,4.5,9.9,1.8,,,,,,,,,,1.1,1.5,13.4,
131,2019-03-21,8.5,3.7,2249,12.5,241,14.58,,,,,1,11,270,1421,4.8,250,433,2.5,2144,4.5,53,1633,76.8,8.8,1002.5,1017.2,2400,1000.7,40,1009.4,12.1,2.9,1200,1.77,7.86,,,,,,8.1,6.4,9.9,.6,,,,,,,,,,1.4,2.1,,.58
